4.3E+00  4.3E+09  1.0E-01  GPH501E 
3.4E+00  9.4E+09  0.0E+00  GNN4000 
3.5E+00  6.9E+09  0.0E+00  GAN4006 
3.7E+00  2.7E+09  1.0E-01  GGN400A 
4.2E+00  2.8E+16  0.0E+00  GNN600T 
4.7E+00  2.0E+13  1.0E-01  GPN6015 
3.8E+00  2.7E+11  1.0E-01  GHN500o 
3.7E+00  7.1E+11  0.0E+00  GNN600G 
4.3E+00  2.3E+10  1.0E-01  GPN600O 
3.6E+00  6.2E+13  0.0E+00  GNN500Q 
3.8E+00  1.0E+18  0.0E+00  GNN600U 
3.3E+00  2.5E+07  1.0E-01  GEH4008 
3.4E+00  7.5E+13  1.0E-01  GHN500L 
3.8E+00  1.8E+13  1.0E-01  GHH400Q 
3.8E+00  2.6E+12  1.0E-01  GHN500K 
3.6E+00  1.6E+15  1.0E-01  GHH500Q 
3.9E+00  6.3E+15  1.0E-01  GGH600k 
3.8E+00  6.0E+13  1.0E-01  GGH500Y 
4.1E+00  2.3E+11  1.0E-01  GPH500q 
3.2E+00  1.1E+10  1.0E-01  GHN4004 
3.4E+00  2.7E+10  1.0E-01  GGH4009 
3.8E+00  1.0E+08  1.0E-01  GPH400G 
2.8E+00  2.2E+07  0.0E+00  GNO3002 
3.2E+00  9.3E+04  0.0E+00  GNN3000 
2.9E+00  4.3E+07  1.0E-01  GHN3000 
3.8E+00  1.9E+12  0.0E+00  GNN600F 
3.5E+00  5.0E+08  0.0E+00  GNN500G 
3.3E+00  1.4E+09  0.0E+00  GND600N 
4.3E+00  3.0E+09  1.0E-01  GPN600Z 
4.1E+00  2.3E+12  0.0E+00  GNN600C 
3.5E+00  1.2E+09  0.0E+00  GNN5001 
3.9E+00  2.2E+07  0.0E+00  GNN500B 
3.7E+00  9.8E+09  1.0E-01  GHN500F 
3.6E+00  1.8E+09  0.0E+00  GNN6000 
3.8E+00  6.5E+10  0.0E+00  GAN6008 
3.9E+00  2.5E+10  1.0E-01  GGN6007 
4.2E+00  9.3E+07  1.0E-01  GPN6006 
3.5E+00  1.7E+10  0.0E+00  GNN5007 
3.7E+00  3.9E+10  0.0E+00  GAN500A 
4.1E+00  5.6E+07  1.0E-01  GPN500O 
3.7E+00  7.9E+13  0.0E+00  GNN600D 
